HYBRIDIZATION R	TCGA-AA-3841-01	TCGA-AA-3866-01	TCGA-AA-3870-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01
RDM1|201299	25	57	10	12	14	32	23	10	54	21
RDX|5962	58	1177	381	249	152	535	1273	339	1341	359
REC8|9985	45	60	55	44	202	121	185	62	172	138
RECK|8434	25	167	96	123	56	152	76	38	32	112
RECQL4|9401	1530	747	985	310	654	959	1022	406	2001	1665
RECQL5|9400	291	439	354	227	207	592	672	128	370	511
RECQL|5965	113	758	459	616	323	771	461	422	641	705
REEP1|65055	25	237	26	43	41	23	718	25	227	89
REEP2|51308	12	29	97	13	13	17	11	13	1	10
REEP3|221035	36	691	733	634	1370	328	522	421	892	308
REEP4|80346	745	893	742	676	1082	1122	751	574	826	852
REEP5|7905	605	1843	2686	3193	2898	1894	2851	2308	3122	2734
REEP6|92840	264	193	574	151	780	120	558	34	558	338
REG1A|5967	1361	11	235	1480	4898	1108	840	4392	2124	2228
REG1B|5968	218	0	17	195	335	275	193	8	486	110
REG1P|5969	0	0	0	0	0	0	0	0	0	0
REG3A|5068	35	4	60	369	128	19	631	350	288	4607
REG3G|130120	0	0	0	0	0	0	0	2	0	3
REG4|83998	1495	54	95641	8381	6332	2214	8185	1457	1437	1307
RELA|5970	1215	2883	2720	1393	1555	2350	2036	888	2460	2780
RELB|5971	846	588	957	675	247	411	328	143	464	327
RELL1|768211	92	447	472	285	526	425	304	184	360	498
RELL2|285613	126	256	145	40	132	115	337	202	318	131
RELN|5649	19	38	38	10	18	23	28	39	10	5
RELT|84957	272	342	364	156	139	239	200	147	189	399
REL|5966	14	45	31	30	56	42	64	38	32	62
REM1|28954	1	16	41	16	3	40	22	12	10	14
REM2|161253	16	25	50	61	36	24	35	8	30	19
RENBP|5973	206	202	240	54	87	92	71	65	42	97
REN|5972	9	457	2	390	129	7	8	4	8	31
REP15|387849	16	25	23	71	75	81	128	90	20	59
REPIN1|29803	4557	6326	4647	3132	3875	7291	2822	1789	4839	7602
REPS1|85021	304	925	829	459	646	1206	644	291	949	1284
REPS2|9185	286	857	878	840	586	582	497	554	359	1331
RER1|11079	1525	2499	1909	2904	3957	1978	3007	1722	4817	2327
RERE|473	1362	2303	1615	977	2767	2251	3104	799	2255	2255
RERGL|79785	0	0	2	7	10	0	0	0	0	0
RERG|85004	16	59	59	16	35	91	38	15	23	234
RESP18|389075	0	0	0	0	0	0	0	0	0	0
REST|5978	83	249	200	81	146	135	157	90	93	166
RETNLB|84666	6	83	21	111	25	6	46	60	13	29
RETN|56729	2	3	18	8	0	2	1	1	0	1
RETSAT|54884	1686	2226	2962	1784	2613	1643	2076	1068	2531	2625
RET|5979	19	36	24	58	10	32	15	11	257	60
REV1|51455	174	470	340	448	543	682	589	411	671	709
REV3L|5980	48	354	184	202	232	394	315	184	270	392
REXO1L1|254958	0	13	11	5	8	17	5	9	9	19
REXO1|57455	621	722	1051	578	530	990	892	556	850	1146
REXO2|25996	544	1417	940	1063	499	856	1571	964	2235	1890
REXO4|57109	771	800	730	497	686	736	837	443	1075	1030
RFC1|5981	174	1337	541	573	909	976	682	653	1381	1400
RFC2|5982	485	1159	756	649	1332	1231	308	474	1036	991
RFC3|5983	415	1079	555	1000	1097	1654	895	695	1445	1703
RFC4|5984	124	1049	260	330	604	650	428	477	1350	693
RFC5|5985	171	767	386	615	650	943	620	552	857	985
RFESD|317671	3	14	9	21	17	12	27	10	8	16
RFFL|117584	487	1642	1098	990	1152	1149	1145	597	1130	1405
RFK|55312	230	1044	497	1967	2064	1898	1354	851	1601	2436
RFNG|5986	475	634	516	430	481	1155	903	289	748	796
RFPL1S|10740	1	6	6	4	9	9	6	6	15	16
RFPL1|5988	0	0	1	1	1	0	1	0	2	2
RFPL2|10739	0	1	1	1	0	0	0	0	202	76
RFPL3S|10737	0	0	0	5	1	1	0	0	7	7
RFPL3|10738	0	2	0	1	0	3	0	3	12	4
RFPL4A|342931	0	1	1	0	0	6	0	0	0	0
RFPL4B|442247	0	0	0	0	0	0	0	0	0	0
RFT1|91869	455	1044	718	597	661	542	843	543	672	825
RFTN1|23180	214	709	657	361	167	798	294	151	119	410
RFTN2|130132	1	75	25	30	12	59	24	22	16	23
RFWD2|64326	397	1878	931	1508	1141	1347	1026	760	1481	1434
RFWD3|55159	690	2247	949	784	1041	1898	1146	738	1418	1949
RFX1|5989	673	368	456	208	300	416	417	123	307	455
RFX2|5990	49	263	265	65	220	60	133	43	331	90
RFX3|5991	12	54	76	22	30	61	40	52	31	35
RFX4|5992	3	0	2	4	1	1	1	0	1	6
RFX5|5993	302	1783	524	582	611	913	1080	467	391	831
RFX6|222546	0	0	1	1	0	0	0	0	0	1
RFX7|64864	88	430	233	339	431	421	501	162	214	524
RFX8|731220	3	3	3	3	1	4	1	0	2	0
RFXANK|8625	723	814	951	849	565	752	792	391	1011	1138
RFXAP|5994	45	142	51	180	165	146	154	75	194	248
RG9MTD1|54931	72	1133	432	1383	677	695	939	967	1930	1084
RG9MTD2|93587	12	95	58	261	481	127	127	134	96	196
RG9MTD3|158234	38	146	81	70	132	246	166	62	185	293
RGAG1|57529	0	0	1	0	1	0	0	0	1	3
RGAG4|340526	18	22	37	14	15	50	24	26	5	15
RGL1|23179	106	404	308	205	175	312	226	87	226	222
RGL2|5863	642	1173	590	479	513	1026	946	292	1144	879
RGL3|57139	18	145	45	34	81	28	302	17	8	26
RGL4|266747	23	23	20	17	24	50	48	22	30	35
RGMA|56963	101	188	186	59	78	186	62	36	20	73
RGMB|285704	403	807	419	236	350	1539	492	1180	687	1085
RGNEF|64283	105	199	492	287	501	93	175	114	302	327
RGN|9104	10	7	8	15	2	6	9	1	8	3
RGP1|9827	115	190	170	61	78	156	105	67	174	129
RGPD1|400966	15	105	64	68	58	175	85	54	53	308
RGPD3|653489	4	43	33	25	23	75	42	24	44	52
RGPD4|285190	30	125	158	136	223	285	170	108	232	232
RGPD5|84220	30	177	170	153	141	435	175	158	188	326
RGPD6|729540	33	208	216	241	214	685	290	218	338	527
RGPD8|727851	14	59	59	98	64	186	88	81	108	140
RGR|5995	2	0	0	1	8	0	3	0	0	0
RGS10|6001	56	265	662	435	358	443	339	232	222	429
RGS11|8786	90	59	158	35	288	56	57	12	15	57
RGS12|6002	193	337	159	261	440	428	496	167	183	343
RGS13|6003	1	2	3	27	11	8	10	3	5	7
RGS14|10636	238	285	759	307	632	159	376	165	446	414
RGS16|6004	162	356	406	695	70	163	585	337	415	321
RGS17|26575	2	12	8	9	9	18	9	5	5	8
RGS18|64407	4	59	17	45	32	54	60	24	14	71
RGS19|10287	258	342	453	130	199	319	228	97	82	256
RGS1|5996	31	520	410	2359	304	525	824	299	124	1339
RGS20|8601	0	0	0	3	0	0	7	29	6	6
RGS21|431704	0	0	0	3	0	0	0	0	0	0
RGS22|26166	0	3	3	0	2	1	5	6	5	5
RGS2|5997	120	258	497	605	177	236	356	120	166	381
RGS3|5998	671	924	1277	633	612	764	722	473	649	917
RGS4|5999	15	69	67	75	3	48	21	33	36	301
RGS5|8490	111	1128	733	844	1688	3288	2271	694	1032	3020
RGS6|9628	8	6	56	10	24	3	17	16	8	24
RGS7BP|401190	1	9	12	4	3	10	13	6	1	7
RGS7|6000	0	0	1	2	1	0	1	4	0	0
RGS8|85397	0	0	0	0	0	0	0	0	0	0
RGS9BP|388531	3	1	9	1	1	2	4	1	17	3
RGS9|8787	9	8	38	7	12	6	13	3	2	9
RGSL1|353299	0	0	0	0	0	0	0	1	0	1
RHAG|6005	5	0	0	14	1	3	13	26	11	5
RHBDD1|84236	99	486	354	222	361	318	244	153	368	304
RHBDD2|57414	1559	1074	3618	1190	2599	2251	763	729	1208	1186
RHBDD3|25807	330	204	255	170	265	200	398	264	489	266
RHBDF1|64285	1315	940	2886	649	1616	755	730	348	530	794
RHBDF2|79651	924	1452	1956	445	863	1219	481	259	969	1245
RHBDL1|9028	212	80	133	67	732	62	106	43	62	65
RHBDL2|54933	102	38	293	241	107	109	264	154	33	143
RHBDL3|162494	3	19	18	4	0	12	3	20	1	4
RHBG|57127	4	11	22	9	13	18	14	17	10	6
RHCE|6006	7	5	5	12	5	4	15	5	33	14
RHCG|51458	110	12	1	176	12	9	67	44	21	37
RHD|6007	10	7	16	16	24	31	30	5	36	29
RHEBL1|121268	15	100	69	32	26	56	67	8	112	77
RHEB|6009	799	2762	2420	3288	4905	2904	1253	1449	3699	2819
RHOA|387	3871	15105	18616	12299	22726	12460	11997	9409	9890	14402
RHOBTB1|9886	73	311	441	221	200	307	391	137	736	241
RHOBTB2|23221	630	256	576	224	283	399	161	80	116	140
RHOBTB3|22836	217	493	1573	2096	2897	496	717	349	635	2533
RHOB|388	3238	3972	20059	9704	5089	1982	2804	1935	2090	1927
RHOC|389	4085	4459	15281	9023	10930	3634	4766	3279	10399	4647
RHOD|29984	430	226	1387	287	253	478	272	41	485	226
RHOF|54509	317	151	640	369	635	355	188	243	1331	287
RHOG|391	1549	1410	2575	729	591	949	1204	430	995	1219
RHOH|399	40	170	103	121	40	101	86	46	24	144
RHOJ|57381	53	102	129	35	37	100	54	28	30	67
RHOQ|23433	189	1065	656	695	665	1161	660	635	686	1114
RHOT1|55288	145	889	588	761	888	902	1560	392	1828	1055
RHOT2|89941	1740	2315	1976	1086	2270	1480	1435	903	978	2206
RHOU|58480	160	553	512	1181	1414	348	566	233	508	318
RHOV|171177	149	61	161	177	136	21	75	112	109	159
RHOXF1|158800	0	0	1	0	0	2	1	0	0	0
RHOXF2B|727940	5	0	0	7	4	2	16	27	9	12
RHO|6010	0	0	0	0	0	0	0	0	0	0
RHPN1|114822	486	188	1076	392	260	321	748	143	1180	663
RHPN2|85415	562	931	1200	1597	2347	1936	1583	733	2598	1134
RIBC1|158787	35	21	35	16	23	23	40	13	11	30
RIBC2|26150	6	62	14	21	76	58	11	1	59	53
RIC3|79608	0	8	3	4	3	4	5	2	5	3
RIC8A|60626	1163	2226	2058	979	1064	1289	2039	796	2127	1962
RIC8B|55188	76	249	309	405	244	312	272	234	309	390
RICH2|9912	146	663	95	183	43	320	493	644	493	276
RICTOR|253260	52	535	339	502	507	993	626	328	636	820
RIF1|55183	54	836	340	348	340	881	667	369	509	761
RILPL1|353116	116	55	240	89	67	184	91	73	124	156
RILPL2|196383	212	152	349	163	201	177	147	101	20	145
RILP|83547	132	257	240	235	295	428	179	185	382	223
RIMBP2|23504	18	3	57	57	220	8	9	5	1	5
RIMBP3C|150221	11	22	45	9	18	12	12	8	10	6
RIMBP3|85376	5	24	25	4	9	4	8	1	5	2
RIMKLA|284716	81	207	313	133	217	149	242	131	441	50
RIMKLB|57494	68	70	54	58	30	76	77	48	26	22
RIMS1|22999	0	10	2	5	5	5	10	1	1	1
RIMS2|9699	1	0	2	0	0	1	0	0	0	3
RIMS3|9783	27	70	150	37	36	132	38	182	32	51
RIMS4|140730	3	0	2	2	7	1	3	4	0	2
RIN1|9610	551	394	861	226	583	564	637	314	572	708
RIN2|54453	412	1831	1289	1414	1991	2862	350	432	1537	1315
RIN3|79890	360	851	1083	319	687	625	488	242	206	758
RING1|6015	316	603	502	297	348	846	509	280	535	594
RINL|126432	152	201	320	243	153	152	325	64	129	137
RINT1|60561	99	520	364	573	654	960	390	398	1003	757
RIOK1|83732	88	598	204	390	310	983	566	493	826	847
RIOK2|55781	48	409	214	756	407	481	629	388	729	606
RIOK3|8780	334	994	1113	915	2587	1509	1706	729	1690	1930
RIPK1|8737	252	844	567	591	579	826	678	292	702	886
RIPK2|8767	196	684	811	723	540	627	801	345	1736	1215
RIPK3|11035	344	412	430	540	674	422	591	217	519	433
RIPK4|54101	671	374	842	500	315	417	354	73	868	466
RIPPLY1|92129	2	2	3	2	3	2	0	1	6	2
RIPPLY2|134701	0	0	0	2	0	0	0	0	0	0
RIT1|6016	154	559	452	447	385	439	448	239	455	568
RIT2|6014	0	0	5	1	0	0	1	2	0	0
RLBP1|6017	2	3	0	3	0	0	1	0	0	0
RLF|6018	65	415	375	291	396	571	411	319	647	534
RLIM|51132	328	1247	1222	1319	1183	1444	1040	666	1256	1222
RLN1|6013	1	4	1	6	1	1	2	1	0	7
RLN2|6019	3	21	0	15	0	35	21	2	7	64
RLN3|117579	0	0	0	0	0	0	0	0	0	1
RLTPR|146206	102	589	77	29	25	82	84	38	3	55
RMI1|80010	43	891	220	295	525	691	465	427	833	1052
RMND1|55005	89	490	363	376	326	569	497	276	504	663
RMND5A|64795	592	2470	1374	1021	2054	2089	2589	790	1990	2214
RMND5B|64777	456	922	649	398	529	480	521	191	588	381
RMRP|6023	14	1038	31	58	119	660	433	256	179	41
RMST|196475	0	0	0	0	1	0	4	3	2	0
RNASE10|338879	44	32	17	8	46	60	29	16	26	47
RNASE11|122651	0	0	0	0	0	0	0	0	0	0
RNASE12|493901	0	0	0	0	0	0	0	0	0	0
RNASE13|440163	0	1	0	0	3	0	0	0	1	0
RNASE1|6035	1027	2029	3267	4076	4093	1389	2301	2125	2973	3136
RNASE2|6036	2	42	13	6	11	22	0	5	4	17
RNASE3|6037	0	2	0	0	2	0	0	3	0	0
RNASE4|6038	724	1289	1112	1580	3250	1424	1445	688	789	1211
RNASE6|6039	65	391	189	339	325	244	245	139	116	434
RNASE7|84659	7	2	1	0	77	1	17	0	0	0
RNASE8|122665	0	0	0	0	0	0	0	0	0	0
RNASE9|390443	0	0	0	0	0	0	0	0	0	0
RNASEH1|246243	146	583	355	235	439	268	219	342	543	328
RNASEH2A|10535	1144	1194	1171	733	827	1272	941	634	977	1956
RNASEH2B|79621	182	1151	404	954	858	617	637	418	766	1029
RNASEH2C|84153	435	896	712	453	399	992	695	350	560	584
RNASEK|440400	263	768	740	1128	1235	649	717	551	856	795
RNASEL|6041	50	371	190	269	277	242	311	97	192	151
RNASEN|29102	387	1450	1064	701	423	1953	929	578	712	1664
RNASET2|8635	720	3353	3276	1482	1066	2878	3710	1374	3365	3295
RND1|27289	50	36	98	223	51	53	55	36	42	33
RND2|8153	4	16	12	22	15	20	11	7	11	20
RND3|390	130	825	602	1142	1255	1237	898	424	1372	1008
RNF103|7844	203	1145	704	953	1783	956	1520	574	1124	1223
RNF10|9921	1507	2370	2392	2755	4017	2888	2435	1527	2732	2171
RNF111|54778	255	555	449	375	587	525	541	309	296	436
RNF112|7732	6	4	17	1	10	8	3	1	3	4
RNF113A|7737	351	422	413	589	453	407	352	184	396	319
RNF113B|140432	0	1	0	0	0	2	0	0	0	0
RNF114|55905	1504	4827	1397	2665	3197	3965	4672	1592	4554	3380
RNF115|27246	146	677	321	463	341	376	370	214	448	487
RNF11|26994	155	1085	1384	1206	1885	894	1483	818	2084	1389
RNF121|55298	428	532	607	219	221	489	417	191	537	395
RNF122|79845	96	87	127	108	65	103	132	68	111	76
RNF123|63891	655	868	976	423	518	685	733	368	506	747
RNF125|54941	56	138	228	100	269	207	331	221	83	475
RNF126P1|376412	0	1	1	0	1	1	0	1	0	1
RNF126|55658	969	1137	1419	1524	1760	989	1170	982	2053	1739
RNF128|79589	970	1411	2302	2486	3447	1235	1368	404	1171	1451
RNF130|55819	446	2449	1589	1481	1228	1107	1407	410	2244	1272
RNF133|168433	0	1	0	1	0	0	0	0	0	0
RNF135|84282	179	751	461	421	574	370	607	181	473	822
RNF138P1|379013	6	8	11	15	14	19	25	11	19	24
RNF138|51444	141	654	170	521	608	996	728	685	742	1101
RNF139|11236	146	1030	1353	1160	816	619	1225	450	2334	1203
RNF13|11342	249	2388	1101	1374	1121	1260	1595	1168	2717	1594
RNF141|50862	233	1000	629	511	869	881	1322	608	1719	1703
RNF144A|9781	97	267	290	206	124	466	270	191	355	314
RNF144B|255488	26	195	65	80	73	88	121	82	38	115
RNF145|153830	394	2755	1572	1763	1382	1317	1488	1483	1528	1672
RNF146|81847	96	472	388	299	154	518	446	144	315	574
RNF148|378925	0	3	6	0	1	1	0	0	0	0
RNF149|284996	368	1707	1538	1143	2347	1442	1698	957	2394	2683
RNF14|9604	211	1261	577	1503	1147	805	1128	669	1920	1025
RNF150|57484	3	15	18	4	2	10	6	5	1	7
RNF151|146310	0	0	0	0	0	3	0	0	2	0
RNF152|220441	10	7	16	9	2	13	15	4	2	3
RNF157|114804	255	1078	1193	400	643	1136	1124	118	1083	793
RNF160|26046	55	680	409	891	408	747	853	510	733	1025
RNF165|494470	0	2	0	4	0	3	3	13	1	1
RNF166|115992	224	432	325	201	374	355	250	179	411	380
RNF167|26001	811	1570	996	1639	1322	2846	1318	1134	1138	1467
RNF168|165918	72	311	156	59	88	146	154	121	217	129
RNF169|254225	70	380	273	196	150	388	317	144	291	391
RNF170|81790	249	414	620	666	1173	747	897	352	998	1183
RNF175|285533	3	4	2	7	1	3	1	5	1	2
RNF17|56163	0	1	0	0	1	0	1	0	1	0
RNF180|285671	4	20	13	19	9	31	24	9	4	17
RNF181|51255	660	1178	1384	998	1479	811	1100	537	1750	927
RNF182|221687	2	7	7	6	4	238	45	9	0	0
RNF183|138065	81	75	74	74	67	29	26	13	29	52
RNF185|91445	258	936	822	553	1026	778	887	342	1065	889
RNF186|54546	339	398	134	727	91	549	463	352	165	910
RNF187|149603	1895	2369	3781	1898	1521	1086	1652	1020	1796	2500
RNF19A|25897	204	806	883	700	737	916	1381	386	1657	1847
RNF19B|127544	851	993	1758	794	1456	766	973	775	1629	1252
RNF207|388591	126	87	112	66	216	229	261	76	254	201
RNF208|727800	199	216	95	35	118	341	142	82	143	354
RNF20|56254	253	1085	1115	432	411	1229	770	335	908	1285
RNF212|285498	5	27	7	1	108	10	72	25	175	85
RNF213|57674	1832	5060	3261	1090	1799	5759	4165	1622	5924	4475
RNF214|257160	115	379	241	145	156	218	290	155	350	293
RNF215|200312	91	94	198	96	101	127	160	51	120	101
RNF216L|441191	304	180	212	178	209	347	218	150	262	307
RNF216|54476	1024	1126	965	469	629	1252	1024	427	714	987
RNF217|154214	30	15	43	32	4	13	56	40	1	84
RNF219|79596	90	542	311	428	374	651	212	172	429	377
RNF220|55182	973	1045	2498	762	1247	1157	1093	647	1748	1506
RNF222|643904	10	5	9	13	19	28	41	4	20	21
RNF24|11237	68	437	215	146	241	341	104	101	253	207
RNF25|64320	261	404	582	280	380	311	433	160	459	359
RNF26|79102	879	1597	1208	396	494	1067	1072	674	1054	1455
RNF2|6045	122	769	491	617	538	551	552	246	527	669
RNF31|55072	758	2019	1658	588	1618	969	1614	624	2065	1300
RNF32|140545	62	115	99	60	481	100	50	24	175	100
RNF34|80196	490	805	786	843	1033	862	653	519	1075	654
RNF38|152006	368	923	698	337	629	866	729	324	742	1179
RNF39|80352	50	32	533	42	78	157	39	8	41	37
RNF40|9810	1278	3451	2004	890	1842	1883	1638	820	1877	1707
RNF41|10193	485	795	1218	1549	929	801	849	513	1117	859
RNF43|54894	2907	6450	4087	4800	2667	5960	10473	1199	4561	3975
RNF44|22838	1331	2842	1231	1198	953	1410	1845	700	1733	1812
RNF4|6047	509	1646	973	872	1334	1235	1329	700	1838	1562
RNF5P1|286140	96	220	124	132	104	280	204	111	211	164
RNF5|6048	380	1762	596	918	797	1457	1537	655	1492	1392
RNF6|6049	493	1056	763	1177	1261	2168	997	500	1136	1074
RNF7|9616	537	1429	953	968	1544	1026	975	732	1804	1028
RNF8|9025	100	349	419	309	316	714	322	222	606	592
RNFT1|51136	70	425	166	453	297	619	953	249	723	747
RNFT2|84900	34	62	76	74	47	95	45	51	49	25
RNGTT|8732	31	459	220	360	275	532	456	318	554	630
RNH1|6050	2954	4805	4924	2416	2984	1894	4109	1498	4454	3428
RNLS|55328	54	137	109	403	18	307	112	110	182	89
RNMTL1|55178	209	264	487	475	376	1335	224	344	299	356
RNMT|8731	202	652	458	361	409	980	480	544	544	1298
RNPC3|55599	18	103	153	94	175	152	199	74	253	197
RNPEPL1|57140	3557	2855	4795	1567	3122	3070	2249	965	2496	2587
RNPEP|6051	795	4381	1846	1510	4061	1466	2035	993	2738	3042
RNPS1|10921	2874	6191	5879	3315	6761	4643	3885	2162	6039	6130
RNU11|26824	1	1	13	2	12	3	2	3	0	7
RNU4ATAC|100151683	0	0	29	9	1	3	1	2	0	0
RNU5E|26829	0	0	0	0	0	2	0	0	1	3
RNU6ATAC|100151684	0	0	8	1	4	3	0	3	2	0
RNY4|6086	0	0	0	0	0	0	0	0	0	0
RNY5|6090	0	0	0	0	0	0	0	0	0	0
ROBLD3|28956	609	846	957	1242	1020	513	704	548	978	769
ROBO1|6091	365	428	410	260	79	577	453	163	113	283
ROBO2|6092	23	34	34	149	25	213	19	26	9	49
ROBO3|64221	38	30	67	21	13	23	34	19	8	134
ROBO4|54538	137	266	272	103	111	393	238	84	123	253
ROCK1|6093	105	812	1217	471	748	853	594	405	425	1219
ROCK2|9475	216	2200	997	779	1513	2196	1613	681	1670	1122
ROD1|9991	466	7202	2571	3555	4273	9444	7613	4053	6058	10461
ROGDI|79641	353	309	570	230	617	255	324	85	296	259
ROM1|6094	26	31	17	18	22	44	52	22	23	36
ROMO1|140823	3116	1816	1414	3189	2188	1760	2834	820	3136	1527
ROPN1B|152015	0	1	2	2	6	1	3	0	0	0
ROPN1L|83853	1	3	1	3	0	1	3	7	1	4
ROPN1|54763	0	26	0	0	0	0	0	3	0	3
ROR1|4919	11	29	154	11	21	21	10	4	2	16
ROR2|4920	344	210	199	56	24	398	301	26	20	53
RORA|6095	11	131	66	96	57	137	457	37	97	96
RORB|6096	1	2	3	0	0	2	0	0	1	3
RORC|6097	133	87	91	256	418	160	673	88	489	450
ROS1|6098	0	19	4	1	2	4	34	9	1	1
RP1-177G6.2|286411	3	3	28	1	3	3	1	0	2	4
RP1L1|94137	3	0	41	7	9	2	2	1	1	0
RP1|6101	1	2	30	27	4	0	0	0	17	13
RP2|6102	250	897	501	1332	1072	681	632	456	551	679
RP9P|441212	135	187	222	104	279	317	239	85	179	228
RP9|6100	140	202	188	113	186	258	251	121	162	188
RPA1|6117	736	1726	1958	1452	1824	6023	1044	1293	1567	1464
RPA2|6118	236	1139	610	885	1372	1038	1098	808	1671	1378
RPA3|6119	232	1093	477	568	907	784	779	375	1146	777
RPA4|29935	4	1	0	0	5	0	1	4	1	0
RPAIN|84268	216	549	306	1781	1143	1786	726	972	1185	832
RPAP1|26015	421	608	416	336	514	471	749	336	462	424
RPAP2|79871	32	208	174	273	280	252	343	191	499	352
RPAP3|79657	40	500	343	770	557	780	718	473	1116	824
RPE65|6121	0	0	3	2	1	2	3	1	0	0
RPE|6120	197	1239	494	704	694	1372	932	697	1157	1005
RPF1|80135	60	680	418	791	932	588	1124	562	1285	839
RPF2|84154	62	646	137	432	404	525	500	488	1369	920
RPGRIP1L|23322	55	206	121	215	62	209	141	112	212	198
RPGRIP1|57096	0	8	4	5	8	6	5	1	4	3
RPGR|6103	52	204	173	202	263	288	180	53	251	175
RPH3AL|9501	249	184	583	407	355	681	207	111	198	201
RPH3A|22895	0	3	2	3	0	2	1	2	1	0
RPIA|22934	701	1910	746	873	1436	1727	1033	515	1901	1601
RPL10A|4736	5559	13579	16420	33060	24637	14697	13817	8782	23830	21124
RPL10L|140801	1	5	11	4	0	3	6	4	2	11
RPL10|6134	43368	28539	99073	92389	52352	40743	32799	14791	45339	48127
RPL11|6135	3514	8226	8149	14209	17400	12701	9314	4987	14484	14744
RPL12|6136	8244	15428	31549	20039	26475	14509	17095	10114	26254	29914
RPL13AP17|399670	0	0	3	0	0	0	0	1	0	1
RPL13AP20|387841	296	551	2039	2665	1221	1097	1016	525	1532	1107
RPL13AP3|645683	25	8	185	110	58	21	12	21	87	31
RPL13AP6|644511	31	9	144	103	92	40	26	34	87	36
RPL13A|23521	15733	25962	71219	104415	38919	43540	40953	19535	52179	46913
RPL13P5|283345	16	13	30	7	31	22	11	9	16	9
RPL13|6137	46000	41504	65537	74245	82315	42474	42558	18548	65682	66052
RPL14|9045	3465	9887	16674	15553	16929	11526	12582	8063	8895	15205
RPL15|6138	14532	26391	23371	42787	39670	25844	30938	14909	25953	33572
RPL17|6139	3239	6591	9619	14585	12618	12983	6371	7872	9642	12317
RPL18A|6142	23486	17346	47599	57395	25688	23317	28176	13326	41422	41646
RPL18|6141	10806	14348	29780	46468	23224	21759	21063	11506	33840	21517
RPL19P12|100129424	6	1	41	19	31	12	5	18	24	13
RPL19|6143	8540	19523	30780	26165	20395	21473	26858	11685	29295	29795
RPL21P44|402176	2	0	11	12	10	3	4	2	8	2
RPL21|6144	2306	15257	17573	44912	28560	35095	15359	9678	28460	24337
RPL22L1|200916	117	1532	1076	1966	837	386	541	410	1091	578
RPL22|6146	1622	5167	5126	10067	12768	12088	9179	5764	12974	14198
RPL23AP32|56969	0	0	2	2	1	1	0	0	2	3
RPL23AP53|644128	47	216	238	293	257	429	197	226	211	350
RPL23AP64|649946	4	4	24	10	23	11	16	9	19	11
RPL23AP7|118433	42	168	167	132	170	159	119	128	245	230
RPL23AP82|284942	89	261	207	237	307	229	186	141	308	309
RPL23A|6147	9402	14685	29492	29478	26594	13532	24444	7841	28517	27425
RPL23P8|222901	53	191	230	382	248	206	257	109	264	295
RPL23|9349	2163	8131	9634	15777	9379	9953	11181	5046	11949	13246
RPL24|6152	1247	13210	9417	22692	16455	9334	12127	8108	30377	14212
RPL26L1|51121	279	680	671	747	548	368	507	380	809	616
RPL26|6154	4049	6000	11723	21234	15028	22390	6078	5769	8482	10751
RPL27A|6157	6850	17145	30164	39954	18216	15931	26288	9527	30141	32842
RPL27|6155	7841	10601	19092	40531	12301	14847	17715	7548	23340	20797
RPL28|6158	28325	13018	47624	31252	15942	19057	16513	9837	25474	20791
RPL29P2|118432	17	5	51	24	43	10	9	10	24	6
RPL29|6159	10347	16024	30329	29401	35225	18234	20652	9883	14239	21506
RPL30|6156	8550	12493	22361	20650	18863	13315	18140	5442	40607	21709
RPL31P11|641311	1	0	3	0	2	2	0	1	0	1
RPL31|6160	4836	9889	20642	21242	14798	15288	10095	6718	16171	17005
RPL32P3|132241	28	93	78	32	71	138	76	32	173	72
RPL32|6161	6577	15885	16152	34514	29431	17766	19820	10480	16458	24402
RPL34|6164	2235	7543	11701	23446	11903	9768	5797	4754	7028	16516
RPL35A|6165	2604	11464	8862	16657	12935	9954	9388	5348	23923	12547
RPL35|11224	4987	12409	17055	30213	24374	13747	16197	8492	27654	27712
RPL36AL|6166	950	2174	3933	3398	5107	1474	2513	2532	1759	2261
RPL36A|6173	8462	5342	16745	22348	17059	9558	6798	3446	13444	11074
RPL36|25873	5948	6530	16788	23046	13008	8935	9899	5768	16665	22363
RPL37A|6168	3682	9969	18235	20967	17678	14026	13137	6907	22733	19459
RPL37|6167	4798	11444	19027	17175	14932	14147	10862	6068	18436	16521
RPL38|6169	1958	3815	9596	12473	6116	6554	5864	2664	8448	7131
RPL39L|116832	118	34	145	85	53	148	39	24	434	29
RPL39|6170	8647	9022	26386	48607	20845	15740	11732	6195	19072	19197
RPL3L|6123	0	0	0	0	0	0	0	0	1	0
RPL3|6122	25722	31617	47678	62303	46633	38320	37400	23164	54791	50198
RPL41|6171	21214	17492	55720	87880	59419	24346	21297	16777	37934	29863
RPL4|6124	8305	23000	21830	28175	44245	27533	28964	15842	23288	24870
RPL5|6125	8592	12451	25649	38127	31448	18652	22159	13446	32730	28313
RPL6|6128	3088	12430	14226	39494	25203	23174	15779	10409	21840	23808
RPL7A|6130	20025	22614	48170	38717	35769	29296	25127	17740	40229	50104
RPL7L1|285855	460	1795	1319	1275	1473	2432	1696	1084	2347	2051
RPL7|6129	3979	16307	21396	39745	31494	23422	24801	10019	47249	42207
RPL8|6132	61457	37217	157852	81377	61959	35201	44395	16789	124366	70867
